 Unnamed: 0                    CODIGO                                      DISCRIPCION           MARCA      GRUPO  UNIDA    COSTO      P-A     P-B
        NaN                 1286-28-1                        GLOBOSENPAQ.DE12PZASROJO.              HF     FIESTA    NaN    0.290   0.3300   0.310
        NaN                1286-28-10                      GLOBOSENPAQ.DE12PZASBLANCO.              HF     FIESTA    NaN    0.290   0.3300   0.310
        NaN              1286-28-10Y.                    GLOBOSDE12PZASBLANCOBRILLANTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                1286-28-11                       GLOBOSENPAQ.DE12PZASNEGRO.              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN              1286-28-11Y.                      GLOBOSDE12PZANEGROBRILLANTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                1286-28-12                     GLOBOSENPAQ.DE12PZASNARANJA.              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN              1286-28-12Y.                   GLOBOSDE12PZASNARANJABRILLANTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                1286-28-13                      GLOBOSENPAQ.DE12PZASDORADO.              HF     FIESTA    NaN    0.290   0.3300   0.310
        NaN              1286-28-13Y.                     GLOBOSDE12PZADORADOBRILLANTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                1286-28-14                    GLOBOSENPAQ.DE12PZASPLATIADO.              HF     FIESTA    NaN    0.290   0.3300   0.310
        NaN              1286-28-14Y.                    GLOBOSENPAQ.DE12PZASPLATIADO.              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN               1286-28-1Y.                      GLOBOSDE12PZASROJOBRILLANTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                 1286-28-2                      GLOBOSENPAQ.DE12PZASFUCSIA.              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN               1286-28-2Y.                     GLOBOSDE12PZAFUCSIABRILLANTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                 1286-28-3                     GLOBOSENPAQ.DE12PZASCELESTE.              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN               1286-28-3Y.                    GLOBOSDE12PZACELESTEBRILLANTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                 1286-28-4                        GLOBOSENPAQ.DE12PZASAZUL.              HF     FIESTA    NaN    0.290   0.3300   0.310
        NaN              1286-28-45Y.                       GLOBOSDE12PZAAZULBRILLANTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN               1286-28-4Y.                   GLOBOSENPAQ.DE12PZASFLORECENTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                 1286-28-5                   GLOBOSENPAQ.DE12PZASVERDECAÑA.              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN               1286-28-5Y.                   GLOBOSENPAQ.DE12PZASFLORECENTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                 1286-28-6                    GLOBOSENPAQ.DE12PZASVERDENAV.              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN               1286-28-6Y.                   GLOBOSENPAQ.DE12PZASFLORECENTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                 1286-28-7                    GLOBOSENPAQ.DE12PZASAMARILLO.              HF     FIESTA    NaN    0.290   0.3300   0.310
        NaN               1286-28-7Y.                   GLOBOSENPAQ.DE12PZASFLORECENTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                 1286-28-8                      GLOBOSENPAQ.DE12PZASROSADO.              HF     FIESTA    NaN    0.290   0.3300   0.310
        NaN               1286-28-8Y.                     GLOBOSDE12PZAROSADOBRILLANTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                 1286-28-9                      GLOBOSENPAQ.DE12PZASMORADO.              HF     FIESTA    NaN    0.290   0.3300   0.310
        NaN               1286-28-9Y.                      GLOBOSDEPZASMORADOBRILLANTE              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                1286-28-ST                     GLOBOSENPAQ.DE12PZASSURTIDO.              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                    131021                               ARTICULOSDENAVIDAD             NaN    NAVIDAD    NaN    0.000   0.4000   0.390
        NaN                    131102                               ARTICULOSDENAVIDAD             NaN    NAVIDAD    NaN    0.000   1.0000   0.960
        NaN                  1318DIY.                          CANVASCONDISEÑOYTEMPERA              HF    NAVIDAD    NaN    0.650   0.7100   0.680
        NaN                    131952                            GLOBOSCONDETALLESCOL.             NaN     FIESTA    NaN    0.000   1.1200   1.110
        NaN                 1320-28-1                                GLOBOSROJO50PZAS.              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                1320-28-10                              GLOBOSBLANCO50PZAS.              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN              1320-28-10Y.                      GLOBOS50PZASBLANCOBRILLANTE              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                1320-28-11                               GLOBOSNEGRO50PZAS.              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN              1320-28-11Y.                       GLOBOS50PZASNEGROBRILLANTE              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                1320-28-12                             GLOBOSNARANJA50PZAS.              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN              1320-28-12Y.                      GLOBOS50PZASDORADOBRILLANTE              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                1320-28-13                           GLOBOSSURT.MATE50PZAS.             NaN     FIESTA    NaN    1.080   1.3200   1.260
        NaN              1320-28-13Y.                     GLOBOS50PZAPLATIADOBRILLANTE              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                1320-28-14                            GLOBOSPLATIADO50PZAS.             NaN     FIESTA    NaN    1.080   1.3200   1.260
        NaN              1320-28-14Y.                       GLOBOSDORADOBRILLANTE50PZA              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                1320-28-15                              GLOBOSDORADO50PZAS.             NaN     FIESTA    NaN    1.080   1.3200   1.260
        NaN              1320-28-15Y.                             GLOBOSBRILLANTE50PZA              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                1320-28-16                      GLOBOSSURT.BRILLANTE50PZAS.              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                1320-28-17                                 GLOBOS50PZASLILA              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN               1320-28-1Y.                         GLOBOS50PZAROJOBRILLANTE              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                 1320-28-2                              GLOBOSFUCSIA50PZAS.              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN               1320-28-2Y.                       GLOBOS50PZASNEGROBRILLANTE              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                 1320-28-3                             GLOBOSCELESTE50PZAS.              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN               1320-28-3Y.                     GLOBOS50PZASCELESTEBRILLANTE              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                 1320-28*4                           GLOBOSVERDECAÑA50PZAS.             NaN     FIESTA    NaN    1.080   1.3200   1.260
        NaN               1320-28-4Y.                   GLOBOS50PZASVERDECAÑABRILLANTE              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                 1320-28-5                                GLOBOSAZUL50PZAS.              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN               1320-28-5Y.                        GLOBOS50PZASAZULBRILLANTE              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                 1320-28-6                        GLOBOSVERDENAVIDAD50PZAS.              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN               1320-28-6Y.                       GLOBOS50PZASVERDEBRILLANTE              HF     FIESTA    NaN    1.080   1.3200   1.260
        NaN                 1320-28-7                            GLOBOSAMARILLO50PZAS.              HF     FIESTA    NaN    1.080   1.3200   1.260
